account_code,transaction_type,amount,transaction_date
10077,credit,"275,44",2020-06-18
1600,credit,"148,34",2020-06-18
1400,credit,"275,44",2020-06-18
1400,debit,"411,62",2020-06-18
1576,debit,"23,74",2020-06-18
1755,credit,"1784,31",2020-06-18
8401,debit,"722,88",2020-06-18
1400,credit,"860,26",2020-06-18
1776,debit,"137,38",2020-06-18
10093,credit,"1262,5",2020-06-18
1400,credit,"1262,5",2020-06-18
1400,credit,"766,78",2020-06-19
1576,debit,"74,01",2020-06-19
8401,debit,"766,78",2020-06-19
8407,credit,"775,43",2020-06-19
4985,debit,"1359,34",2020-06-19
1600,credit,"1576,41",2020-06-19
1576,debit,"11,32",2020-06-19
1575,debit,"217,07",2020-06-19
0990,debit,"922,8",2020-06-19
78507,credit,577,2020-06-19
70501,credit,"383,15",2020-06-19
1200,credit,"70,77",2020-06-19
4985,debit,"389,42",2020-06-19
70006,credit,"463,43",2020-06-19
4660,debit,"383,15",2020-06-19
1590,debit,"2177,52",2020-06-19
1600,credit,577,2020-06-19
1600,credit,"383,15",2020-06-19
1776,credit,"147,37",2020-06-19
4240,debit,"59,45",2020-06-19
4152,debit,"539,32",2020-06-19
1571,debit,"37,68",2020-06-19
10068,credit,"766,78",2020-06-19
70001,credit,"1576,41",2020-06-19
4120,credit,"2177,52",2020-06-19
1600,credit,"463,43",2020-06-19
1776,credit,"174,25",2020-06-20
8402,credit,"55,65",2020-06-20
1200,credit,"1344,27",2020-06-20
10112,debit,"1208,44",2020-06-20
1776,credit,"10,58",2020-06-20
8401,credit,"1015,5",2020-06-20
1776,credit,"152,34",2020-06-20
4760,debit,"385,06",2020-06-20
8401,debit,"828,24",2020-06-20
1400,debit,"953,94",2020-06-20
11204,debit,"953,94",2020-06-20
1400,debit,"1208,44",2020-06-20
1400,credit,"1854,55",2020-06-20
11001,debit,"1091,1",2020-06-20
0990,credit,"23,93",2020-06-20
10155,debit,"66,23",2020-06-20
8408,debit,"20,16",2020-06-20
1400,debit,"66,23",2020-06-20
1201,credit,"458,24",2020-06-20
10209,credit,"828,24",2020-06-20
8401,credit,"801,6",2020-06-20
1576,debit,"73,18",2020-06-20
1400,debit,"1091,1",2020-06-20
8401,debit,"1854,55",2020-06-20
10710,credit,"1854,55",2020-06-20
8400,credit,"916,85",2020-06-20
73022,debit,"2030,99",2020-06-20
1600,debit,"2030,99",2020-06-20
73022,debit,"1344,27",2020-06-20
1400,credit,"828,24",2020-06-20
1600,debit,"1344,27",2020-06-20
1200,credit,"2030,99",2020-06-20
1776,debit,"3,76",2020-06-20
1776,credit,"192,94",2020-06-20
77517,credit,"-114,87",2020-06-21
1776,debit,"282,88",2020-06-21
1600,credit,"-114,87",2020-06-21
4920,debit,"-114,87",2020-06-21
10756,credit,"1771,34",2020-06-21
8401,debit,"1488,46",2020-06-21
1400,credit,"1771,34",2020-06-21
1600,credit,"67,48",2020-06-22
76025,credit,"67,48",2020-06-22
4663,debit,"67,48",2020-06-22
10261,debit,"117,52",2020-06-23
8407,debit,"24,45",2020-06-23
1400,debit,"117,52",2020-06-23
1776,debit,"4,62",2020-06-23
8401,credit,"98,75",2020-06-23
1200,credit,"398,2",2020-06-23
78507,debit,"398,2",2020-06-23
1600,debit,"398,2",2020-06-23
0990,credit,"29,07",2020-06-23
1776,credit,"18,77",2020-06-23
1400,debit,"1706,63",2020-06-24
10104,debit,"1706,63",2020-06-24
8407,debit,"595,5",2020-06-24
1200,credit,"1903,17",2020-06-24
1600,debit,"1903,17",2020-06-24
1787,credit,"360,77",2020-06-24
1600,credit,"1898,79",2020-06-24
4964,debit,"1898,79",2020-06-24
79044,credit,"1898,79",2020-06-24
8401,credit,"1434,16",2020-06-24
0990,credit,"708,93",2020-06-24
1577,debit,"360,77",2020-06-24
1776,debit,"113,43",2020-06-24
70001,debit,"1903,17",2020-06-24
1776,credit,"272,48",2020-06-24
72504,debit,"204,56",2020-06-25
1600,debit,"204,56",2020-06-25
8408,credit,"437,62",2020-06-25
0990,debit,"520,72",2020-06-25
1776,credit,"167,27",2020-06-25
1600,credit,"1045,64",2020-06-25
79525,credit,"1204,25",2020-06-25
90068,credit,"1045,64",2020-06-25
4920,debit,"1012,05",2020-06-25
1576,debit,"192,2",2020-06-25
4945,debit,"1045,64",2020-06-25
8407,credit,"880,15",2020-06-25
1600,credit,"1204,25",2020-06-25
0990,debit,"1047,42",2020-06-25
4600,credit,"204,56",2020-06-25
1776,credit,"83,09",2020-06-25
1400,credit,"2372,81",2020-06-26
8401,credit,"762,4",2020-06-26
1575,debit,"177,44",2020-06-26
1400,debit,"907,27",2020-06-26
76499,credit,"1290,44",2020-06-26
10551,credit,"2372,81",2020-06-26
10508,debit,"907,27",2020-06-26
1776,credit,"144,87",2020-06-26
8401,debit,"2372,81",2020-06-26
4985,debit,1113,2020-06-26
73531,credit,"1166,46",2020-06-26
1600,credit,"1290,44",2020-06-26
1600,credit,"1166,46",2020-06-26
0480,debit,"980,18",2020-06-26
1576,debit,"186,28",2020-06-26
80524,credit,"2039,56",2020-06-27
1775,credit,"145,62",2020-06-27
1600,credit,"279,88",2020-06-27
8401,credit,"1594,28",2020-06-27
1591,debit,"199,88",2020-06-27
4980,debit,"558,59",2020-06-27
10772,debit,"1897,27",2020-06-27
1600,credit,"558,59",2020-06-27
70001,credit,"558,59",2020-06-27
4909,debit,"1713,84",2020-06-27
1576,debit,"325,72",2020-06-27
1400,credit,"1291,66",2020-06-27
1576,debit,"44,7",2020-06-27
10697,credit,"1291,66",2020-06-27
71200,credit,"279,88",2020-06-27
10161,credit,"199,88",2020-06-27
4807,debit,"235,18",2020-06-27
1600,credit,"2039,56",2020-06-27
11173,debit,1056,2020-06-27
1400,credit,"199,88",2020-06-27
79999,credit,"2471,73",2020-06-27
1776,credit,"302,99",2020-06-27
8401,debit,"1291,66",2020-06-27
1400,debit,1056,2020-06-27
8401,credit,"910,38",2020-06-27
1600,credit,"2471,73",2020-06-27
1400,debit,"1897,27",2020-06-27
2150,debit,"2471,73",2020-06-27
4663,debit,"-50,08",2020-06-28
71200,credit,"2095,75",2020-06-28
4142,debit,"1761,06",2020-06-28
8401,credit,"1479,3",2020-06-28
1600,credit,"2095,75",2020-06-28
1600,credit,"-53,6",2020-06-28
1576,debit,"334,69",2020-06-28
11119,credit,"1036,75",2020-06-28
1571,debit,"-3,53",2020-06-28
1400,credit,"1036,75",2020-06-28
1776,credit,"281,14",2020-06-28
11374,debit,"1760,44",2020-06-28
1400,debit,"1760,44",2020-06-28
70536,credit,"-53,6",2020-06-28
1591,debit,"1036,75",2020-06-28
10787,debit,"1729,57",2020-06-29
0980,credit,"-6,63",2020-06-29
1600,credit,"294,35",2020-06-29
77999,credit,"294,35",2020-06-29
4964,debit,"-6,63",2020-06-29
1400,credit,"2132,98",2020-06-29
4152,debit,"294,35",2020-06-29
8402,credit,"1453,36",2020-06-29
1400,debit,"1729,57",2020-06-29
1201,debit,"2132,98",2020-06-29
1776,credit,"276,21",2020-06-29
10270,credit,"2132,98",2020-06-29
1600,credit,"1616,49",2020-06-30
4964,debit,"1616,49",2020-06-30
79053,credit,"1616,49",2020-06-30
1579,debit,"258,96",2020-06-30
1785,credit,"258,96",2020-06-30
1400,credit,"553,03",2020-07-01
1200,credit,"-35,12",2020-07-01
1600,credit,"89,28",2020-07-01
10082,credit,"553,03",2020-07-01
75519,credit,"89,28",2020-07-01
1201,debit,"1316,87",2020-07-01
1400,debit,"1578,22",2020-07-01
73000,debit,"1932,17",2020-07-01
8401,credit,"1360,58",2020-07-01
10088,debit,"1578,22",2020-07-01
1600,debit,"1932,17",2020-07-01
1400,credit,"1316,87",2020-07-01
4663,debit,"89,28",2020-07-01
10039,credit,"1316,87",2020-07-01
2660,credit,"1932,17",2020-07-01
1775,credit,"217,64",2020-07-01
4655,debit,"-35,12",2020-07-01
1591,debit,"553,03",2020-07-01
70559,credit,"1079,68",2020-07-02
1576,debit,"172,42",2020-07-02
10250,debit,"1174,78",2020-07-02
1776,debit,"240,24",2020-07-02
8401,credit,"987,17",2020-07-02
1600,credit,"1079,68",2020-07-02
1400,credit,"1503,4",2020-07-02
1400,debit,"1174,78",2020-07-02
1776,credit,"187,61",2020-07-02
8408,debit,"1263,16",2020-07-02
1000,credit,"1122,74",2020-07-02
11106,credit,"1503,4",2020-07-02
4909,debit,"1122,74",2020-07-02
4140,debit,"907,26",2020-07-02
8401,credit,"97,82",2020-07-03
10357,debit,"293,13",2020-07-03
1400,debit,"1420,23",2020-07-03
1776,credit,"18,47",2020-07-03
1400,debit,"22,63",2020-07-03
11193,debit,"22,63",2020-07-03
9000,debit,"2280,12",2020-07-03
10704,debit,"1420,23",2020-07-03
1776,credit,"226,81",2020-07-03
8401,credit,"246,32",2020-07-03
1400,debit,"116,29",2020-07-03
1400,debit,"293,13",2020-07-03
0977,credit,"2280,12",2020-07-03
1200,credit,"0,03",2020-07-03
10424,debit,"116,29",2020-07-03
1776,credit,"46,81",2020-07-03
4970,debit,"0,03",2020-07-03
1776,credit,"3,61",2020-07-03
8401,credit,"19,02",2020-07-03
8401,credit,"1193,42",2020-07-03
8408,credit,"2180,35",2020-07-04
0990,debit,"2180,35",2020-07-04
1000,credit,"187,07",2020-07-04
1576,debit,"29,87",2020-07-04
4930,debit,"157,2",2020-07-04
8401,credit,"1791,26",2020-07-05
70702,credit,"627,58",2020-07-05
1600,credit,"2254,14",2020-07-05
1600,credit,"627,58",2020-07-05
1576,debit,"359,99",2020-07-05
3100,debit,"627,58",2020-07-05
1400,debit,"2131,69",2020-07-05
1776,credit,"340,43",2020-07-05
1400,debit,"-1791,94",2020-07-05
10238,debit,"2131,69",2020-07-05
77999,credit,"2254,14",2020-07-05
10000,debit,"-1791,94",2020-07-05
4650,debit,"1894,15",2020-07-05
1776,credit,"-286,17",2020-07-05
8400,credit,"-1505,77",2020-07-05
1591,debit,"102,23",2020-07-06
8402,debit,"1440,32",2020-07-06
1400,credit,"102,23",2020-07-06
1776,debit,"273,73",2020-07-06
10185,credit,"102,23",2020-07-06
1600,credit,"19,24",2020-07-06
11164,credit,"1714,05",2020-07-06
1400,credit,"1714,05",2020-07-06
4920,debit,"16,17",2020-07-06
79501,credit,"19,24",2020-07-06
1576,debit,"3,08",2020-07-06
71600,credit,"0,32",2020-07-07
1202,debit,"649,32",2020-07-07
1576,debit,"0,06",2020-07-07
4806,debit,"0,26",2020-07-07
0840,credit,"649,32",2020-07-07
1600,credit,"0,32",2020-07-07
1400,debit,"1156,95",2020-07-08
11421,debit,"1156,95",2020-07-08
1776,credit,"184,76",2020-07-08
8401,credit,"972,19",2020-07-08
1591,debit,"22,28",2020-07-09
1400,credit,"1215,53",2020-07-09
11346,credit,"968,14",2020-07-09
1591,debit,"1215,53",2020-07-09
10127,credit,"22,28",2020-07-09
1400,credit,"968,14",2020-07-09
4107,debit,"574,22",2020-07-09
10847,debit,"1314,63",2020-07-09
4930,debit,"-51,54",2020-07-09
70001,credit,"-51,54",2020-07-09
10098,credit,"1215,53",2020-07-09
1774,credit,"-9,72",2020-07-09
1600,credit,"-51,54",2020-07-09
1400,debit,"1314,63",2020-07-09
1400,credit,"22,28",2020-07-09
1755,credit,"574,22",2020-07-09
8402,credit,"1104,68",2020-07-09
1776,debit,"154,61",2020-07-09
1574,debit,"-9,72",2020-07-09
8402,debit,"813,53",2020-07-09
1776,credit,"209,95",2020-07-09
1776,debit,"198,95",2020-07-10
1400,credit,"1245,77",2020-07-10
1742,credit,"407,03",2020-07-10
4985,debit,-806,2020-07-10
79514,credit,"-959,18",2020-07-10
1600,credit,"-959,18",2020-07-10
8401,debit,"1046,82",2020-07-10
10108,credit,"1245,77",2020-07-10
1400,debit,"79,7",2020-07-10
10374,debit,"79,7",2020-07-10
1755,debit,"407,03",2020-07-10
8401,credit,"66,96",2020-07-10
1576,debit,"-153,18",2020-07-10
1776,credit,"12,74",2020-07-10
1776,credit,"326,17",2020-07-11
1400,debit,"2042,41",2020-07-11
1600,debit,"71,55",2020-07-11
1200,credit,"71,55",2020-07-11
71522,debit,"71,55",2020-07-11
8401,credit,"574,32",2020-07-11
1775,credit,"91,87",2020-07-11
10252,debit,"2042,41",2020-07-11
1776,credit,"69,63",2020-07-11
8401,credit,"366,4",2020-07-11
8401,credit,"1716,24",2020-07-11
10319,debit,"666,19",2020-07-11
10332,debit,"436,03",2020-07-11
1400,debit,"666,19",2020-07-11
1400,debit,"436,03",2020-07-11
1200,credit,"431,48",2020-07-12
1201,debit,"1856,26",2020-07-12
4240,debit,"-1334,02",2020-07-12
1600,credit,"11,92",2020-07-12
1400,credit,"199,05",2020-07-12
79525,credit,"11,92",2020-07-12
1400,credit,"1856,26",2020-07-12
1571,debit,"6,13",2020-07-12
4663,debit,"87,43",2020-07-12
70536,credit,"93,56",2020-07-12
10481,credit,"1856,26",2020-07-12
90040,debit,"431,48",2020-07-12
1600,credit,"93,56",2020-07-12
1776,credit,"193,29",2020-07-12
0990,debit,"1210,33",2020-07-12
10000,credit,"199,05",2020-07-12
1600,credit,"-1587,55",2020-07-12
1576,debit,"1,91",2020-07-12
80516,credit,"-1587,55",2020-07-12
1201,debit,"199,05",2020-07-12
1576,debit,"-253,53",2020-07-12
1600,debit,"431,48",2020-07-12
4920,debit,"10,03",2020-07-12
8407,credit,"1017,04",2020-07-12
1776,credit,"384,61",2020-07-13
10287,debit,"448,64",2020-07-13
1576,debit,"185,17",2020-07-13
1776,credit,"328,41",2020-07-13
11427,debit,"2408,35",2020-07-13
1400,debit,"448,64",2020-07-13
1600,credit,"1160,92",2020-07-13
8402,credit,"2023,74",2020-07-13
1400,debit,"2056,4",2020-07-13
8401,credit,"376,99",2020-07-13
4964,debit,"975,75",2020-07-13
8401,credit,"1727,99",2020-07-13
1776,credit,"71,65",2020-07-13
10727,debit,"2056,4",2020-07-13
1400,debit,"2408,35",2020-07-13
73032,credit,"1160,92",2020-07-13
8402,credit,"641,95",2020-07-14
1776,credit,"286,52",2020-07-14
1200,credit,"6,88",2020-07-14
1400,debit,"763,95",2020-07-14
4152,debit,"65,84",2020-07-14
1776,credit,122,2020-07-14
79049,debit,"6,88",2020-07-14
1000,credit,"65,84",2020-07-14
11351,debit,"763,95",2020-07-14
0990,debit,"1794,1",2020-07-14
1600,debit,"6,88",2020-07-14
8407,credit,"1507,58",2020-07-14
1785,credit,"272,12",2020-07-15
1600,debit,"2038,69",2020-07-15
1579,debit,"272,12",2020-07-15
70001,debit,"2097,47",2020-07-15
1775,credit,"318,33",2020-07-15
1400,debit,"2308,42",2020-07-15
4965,credit,"2038,69",2020-07-15
4964,debit,"1698,62",2020-07-15
8401,credit,"1990,09",2020-07-15
1776,credit,"131,09",2020-07-15
10739,debit,"820,95",2020-07-15
10261,debit,"2308,42",2020-07-15
8404,credit,"689,86",2020-07-15
79524,debit,"2038,69",2020-07-15
1200,credit,"2097,47",2020-07-15
1400,debit,"820,95",2020-07-15
1600,debit,"2097,47",2020-07-15
1600,credit,"1698,62",2020-07-15
1600,credit,"2,08",2020-07-16
4963,debit,"1,74",2020-07-16
11196,credit,"80,37",2020-07-16
1201,debit,"80,37",2020-07-16
70038,credit,"2,08",2020-07-16
1400,credit,"80,37",2020-07-16
1576,debit,"0,33",2020-07-16
72527,credit,"1831,55",2020-07-17
2152,credit,"1029,19",2020-07-17
1741,debit,"1029,19",2020-07-17
1600,credit,"1831,55",2020-07-17
4650,debit,"1831,55",2020-07-17
70601,credit,"1961,57",2020-07-18
3104,debit,"1961,57",2020-07-18
1785,credit,"313,85",2020-07-18
8407,credit,"2077,18",2020-07-18
1591,debit,"18,79",2020-07-18
1776,credit,"394,77",2020-07-18
1600,credit,"1961,57",2020-07-18
1200,credit,"18,79",2020-07-18
0990,debit,"2471,95",2020-07-18
1579,debit,"313,85",2020-07-18
1600,credit,"220,2",2020-07-20
1600,credit,"1362,48",2020-07-20
4930,debit,"32,96",2020-07-20
77999,credit,"220,2",2020-07-20
79067,credit,"1362,48",2020-07-20
1201,debit,"752,41",2020-07-20
1600,credit,"32,96",2020-07-20
4909,debit,"220,2",2020-07-20
10457,credit,"752,41",2020-07-20
2742,debit,"1362,48",2020-07-20
1400,credit,"752,41",2020-07-20
70001,credit,"32,96",2020-07-20
1600,credit,"1507,55",2020-07-21
1400,credit,"1510,96",2020-07-21
8401,debit,"1510,96",2020-07-21
4617,debit,"1507,55",2020-07-21
10476,credit,"1510,96",2020-07-21
80520,credit,"1507,55",2020-07-21
1600,credit,"10,05",2020-07-22
10741,credit,"665,89",2020-07-22
1775,credit,"310,28",2020-07-22
1400,debit,"2250,03",2020-07-22
1201,debit,"665,89",2020-07-22
8401,credit,"1939,75",2020-07-22
79525,credit,"10,05",2020-07-22
1400,credit,"665,89",2020-07-22
11035,debit,"2250,03",2020-07-22
4663,debit,"10,05",2020-07-22
8401,credit,"733,27",2020-07-23
1400,debit,"872,63",2020-07-23
10564,credit,"1716,67",2020-07-23
1776,credit,"367,22",2020-07-23
1776,credit,"139,36",2020-07-23
1776,credit,"378,5",2020-07-23
8401,debit,"1716,67",2020-07-23
10298,debit,"2299,46",2020-07-23
8401,credit,"1932,24",2020-07-23
1400,credit,"1716,67",2020-07-23
1400,debit,"2299,46",2020-07-23
1400,debit,"2370,05",2020-07-23
8401,credit,"1991,55",2020-07-23
10231,debit,"2370,05",2020-07-23
10358,debit,"872,63",2020-07-23
11364,debit,"2238,27",2020-07-24
1591,debit,"111,7",2020-07-24
10161,credit,"111,7",2020-07-24
4140,debit,"2261,91",2020-07-24
71021,credit,"2420,19",2020-07-24
1775,credit,"308,66",2020-07-24
4980,debit,"876,7",2020-07-24
1600,credit,"598,28",2020-07-24
1400,credit,"111,7",2020-07-24
8401,credit,"1929,61",2020-07-24
4909,debit,"957,78",2020-07-24
1600,credit,"1139,81",2020-07-24
4910,debit,"502,62",2020-07-24
71500,credit,"598,28",2020-07-24
1576,debit,"166,12",2020-07-24
8408,debit,"170,62",2020-07-24
1776,debit,"32,43",2020-07-24
80524,credit,"1139,81",2020-07-24
8401,debit,"513,22",2020-07-24
1600,credit,"2420,19",2020-07-24
1576,debit,"182,03",2020-07-24
1001,credit,"1042,82",2020-07-24
1400,debit,"2238,27",2020-07-24
10031,credit,"513,22",2020-07-24
1400,credit,"513,22",2020-07-24
0990,credit,"202,81",2020-07-24
1571,debit,"158,28",2020-07-24
1576,debit,"95,67",2020-07-24
11119,credit,"1992,26",2020-07-25
1201,credit,"9,55",2020-07-25
4963,debit,"1015,55",2020-07-25
1400,credit,"1992,26",2020-07-25
1775,credit,"120,9",2020-07-25
1776,credit,"399,13",2020-07-25
1776,credit,"11,76",2020-07-25
1200,credit,"759,02",2020-07-25
10707,credit,"1877,69",2020-07-25
1400,debit,"876,73",2020-07-25
1776,debit,"318,16",2020-07-25
11423,debit,"501,01",2020-07-25
70038,credit,"1015,55",2020-07-25
8401,credit,"755,83",2020-07-25
8401,credit,"431,92",2020-07-25
4980,credit,"239,13",2020-07-25
10199,debit,"73,62",2020-07-25
1600,debit,"759,02",2020-07-25
73533,debit,"759,02",2020-07-25
1775,credit,"69,09",2020-07-25
1400,debit,"73,62",2020-07-25
1400,debit,"2499,22",2020-07-25
1201,debit,"239,13",2020-07-25
1600,credit,"1015,55",2020-07-25
1776,debit,"299,87",2020-07-25
10628,debit,"2499,22",2020-07-25
1742,debit,"9,55",2020-07-25
1400,debit,"501,01",2020-07-25
8401,debit,"1674,1",2020-07-25
8401,credit,"61,86",2020-07-25
8401,debit,"1577,82",2020-07-25
11132,debit,"876,73",2020-07-25
8401,credit,"2100,09",2020-07-25
1400,credit,"1877,69",2020-07-25
4985,debit,"2146,23",2020-07-26
11279,debit,"1762,21",2020-07-26
8401,credit,"1480,79",2020-07-26
8401,debit,"1098,28",2020-07-26
8408,debit,"435,44",2020-07-26
1600,credit,"2146,23",2020-07-26
1776,debit,"208,73",2020-07-26
0990,credit,"518,32",2020-07-26
1776,debit,"82,88",2020-07-26
1776,credit,"281,42",2020-07-26
10746,credit,"1307,01",2020-07-26
1400,debit,"1762,21",2020-07-26
73999,credit,"2146,23",2020-07-26
1400,credit,"1307,01",2020-07-26
1576,debit,"149,15",2020-07-28
4140,debit,"785,96",2020-07-28
1600,credit,"1717,34",2020-07-28
8401,credit,"733,59",2020-07-28
1201,debit,"873,02",2020-07-28
1400,credit,"91,17",2020-07-28
10811,credit,"91,17",2020-07-28
1787,credit,"17,55",2020-07-28
4804,debit,"92,3",2020-07-28
1600,credit,"1759,69",2020-07-28
1776,debit,"14,56",2020-07-28
80009,credit,"1717,34",2020-07-28
8402,debit,"76,61",2020-07-28
1776,credit,"139,42",2020-07-28
4964,debit,"1759,69",2020-07-28
1600,credit,"935,11",2020-07-28
4660,debit,"1717,34",2020-07-28
70300,credit,"92,3",2020-07-28
1576,debit,"373,36",2020-07-28
4930,debit,"1964,53",2020-07-28
1600,credit,"92,3",2020-07-28
1600,credit,"2337,89",2020-07-28
8408,debit,"15,13",2020-07-28
70012,credit,"1759,69",2020-07-28
1776,debit,"2,82",2020-07-28
78507,credit,"935,11",2020-07-28
0990,credit,"17,95",2020-07-28
1577,debit,"17,55",2020-07-28
70527,credit,"2337,89",2020-07-28
10781,credit,"2409,29",2020-07-29
1576,debit,"1,93",2020-07-29
1000,credit,"12,29",2020-07-29
70001,debit,"1907,99",2020-07-29
1576,credit,"304,13",2020-07-29
1776,debit,"384,76",2020-07-29
8402,debit,"2024,53",2020-07-29
1590,credit,"258,41",2020-07-29
1600,debit,"1907,99",2020-07-29
1001,credit,"1119,38",2020-07-29
4653,debit,"1046,62",2020-07-29
1571,debit,"72,76",2020-07-29
4782,debit,"258,41",2020-07-29
1400,credit,"2409,29",2020-07-29
4930,credit,"1603,86",2020-07-29
4930,debit,"10,36",2020-07-29
10036,debit,"1461,53",2020-07-30
1776,debit,"51,51",2020-07-30
1400,credit,"238,15",2020-07-30
1600,credit,"243,64",2020-07-30
1776,credit,"140,79",2020-07-30
10519,credit,"322,56",2020-07-30
8401,credit,"1228,12",2020-07-30
8401,debit,"271,05",2020-07-30
1600,credit,"119,86",2020-07-30
4909,debit,"204,76",2020-07-30
4964,debit,"119,86",2020-07-30
1400,debit,"881,57",2020-07-30
1201,debit,"801,67",2020-07-30
73025,credit,"243,64",2020-07-30
1400,credit,"2140,4",2020-07-30
11251,debit,"881,57",2020-07-30
8401,debit,"238,15",2020-07-30
1576,debit,"38,88",2020-07-30
1591,debit,"2140,4",2020-07-30
10258,credit,"238,15",2020-07-30
1400,credit,"322,56",2020-07-30
1400,debit,"1461,53",2020-07-30
10042,credit,"2140,4",2020-07-30
4360,credit,"801,67",2020-07-30
8402,credit,"740,78",2020-07-30
70057,credit,"119,86",2020-07-30
1776,credit,"233,41",2020-07-30
1776,credit,"105,33",2020-07-31
10202,debit,"572,53",2020-07-31
1775,credit,"78,95",2020-07-31
1400,debit,"659,52",2020-07-31
8401,credit,"493,58",2020-07-31
1400,debit,"572,53",2020-07-31
8408,credit,"554,19",2020-07-31
11216,debit,"659,52",2020-07-31
1600,credit,"595,17",2020-08-01
8401,debit,"2081,81",2020-08-01
1600,credit,"2470,74",2020-08-01
1571,debit,"38,98",2020-08-01
1400,credit,"2477,46",2020-08-01
4663,debit,"556,19",2020-08-01
1776,debit,"395,65",2020-08-01
10618,debit,"1910,69",2020-08-01
4140,debit,"2309,4",2020-08-01
78507,credit,"2470,74",2020-08-01
1776,credit,"305,14",2020-08-01
79999,credit,"595,17",2020-08-01
1571,debit,"161,34",2020-08-01
11052,credit,"2477,46",2020-08-01
8402,credit,"1605,55",2020-08-01
1400,debit,"1910,69",2020-08-01
79028,credit,"502,24",2020-08-02
8408,debit,"176,39",2020-08-02
1600,credit,"502,24",2020-08-02
1200,credit,"139,71",2020-08-02
1400,credit,"26,22",2020-08-02
10541,credit,"1868,66",2020-08-02
8401,debit,"1868,66",2020-08-02
1201,debit,"26,22",2020-08-02
2662,debit,"1372,23",2020-08-02
1600,credit,"1372,23",2020-08-02
1776,debit,"33,45",2020-08-02
1600,debit,"139,71",2020-08-02
4615,debit,"502,24",2020-08-02
1400,credit,"1868,66",2020-08-02
79053,credit,"1372,23",2020-08-02
10691,credit,"26,22",2020-08-02
70001,debit,"139,71",2020-08-02
0990,credit,"209,84",2020-08-02
1576,debit,"271,29",2020-08-03
1400,debit,"843,36",2020-08-03
0990,debit,"2106,31",2020-08-03
2150,credit,"1933,32",2020-08-03
1600,debit,"1933,32",2020-08-03
81499,debit,"1933,32",2020-08-03
10174,debit,"843,36",2020-08-03
1600,credit,"399,55",2020-08-03
8407,credit,"1769,93",2020-08-03
4601,debit,"1427,87",2020-08-03
1600,credit,"1699,16",2020-08-03
1548,debit,"388,15",2020-08-03
4152,debit,"399,55",2020-08-03
1600,debit,"1124,23",2020-08-03
72431,credit,"399,55",2020-08-03
71200,credit,"2430,47",2020-08-03
1776,credit,"336,38",2020-08-03
70500,debit,"1124,23",2020-08-03
1776,credit,"134,68",2020-08-03
73519,credit,"1699,16",2020-08-03
1600,credit,"2430,47",2020-08-03
4250,debit,"2042,32",2020-08-03
1201,credit,"1124,23",2020-08-03
8401,credit,"708,68",2020-08-03
8402,credit,"574,25",2020-08-04
1776,credit,"109,14",2020-08-04
1400,debit,"683,39",2020-08-04
11240,debit,"683,39",2020-08-04
8401,debit,"82,29",2020-08-05
1600,credit,"2234,19",2020-08-05
1776,credit,"208,29",2020-08-05
1400,debit,"1304,26",2020-08-05
8404,credit,"1095,97",2020-08-05
1576,debit,"356,8",2020-08-05
4630,debit,"1877,39",2020-08-05
80518,credit,"2234,19",2020-08-05
10705,debit,"1304,26",2020-08-05
10655,credit,"82,29",2020-08-05
1400,credit,"82,29",2020-08-05
1600,credit,"2352,83",2020-08-06
1400,debit,"2422,43",2020-08-06
79536,credit,"646,98",2020-08-06
1776,credit,"386,86",2020-08-06
1576,debit,"375,51",2020-08-06
4920,debit,"1977,32",2020-08-06
10700,debit,"2422,43",2020-08-06
11398,debit,"1237,04",2020-08-06
8403,credit,"2035,57",2020-08-06
4909,debit,"646,98",2020-08-06
1600,debit,"1539,72",2020-08-06
1600,credit,"646,98",2020-08-06
79501,credit,"2352,83",2020-08-06
1776,credit,"197,56",2020-08-06
73522,debit,"1539,72",2020-08-06
1400,debit,"1237,04",2020-08-06
8402,credit,"1039,48",2020-08-06
2660,credit,"1539,72",2020-08-06
1600,credit,"506,19",2020-08-07
8402,credit,"4,86",2020-08-07
8401,debit,"1523,88",2020-08-07
1400,credit,"73,55",2020-08-07
10421,credit,"1813,49",2020-08-07
1787,credit,"96,18",2020-08-07
79536,credit,"506,19",2020-08-07
1201,debit,"73,55",2020-08-07
1400,debit,"5,78",2020-08-07
1400,credit,"1813,49",2020-08-07
1776,credit,"0,92",2020-08-07
4663,debit,"506,19",2020-08-07
11061,credit,"73,55",2020-08-07
1776,debit,"289,61",2020-08-07
11388,debit,"5,78",2020-08-07
1577,debit,"96,18",2020-08-07
1576,debit,"78,93",2020-08-08
1568,debit,"50,89",2020-08-08
4964,debit,"415,31",2020-08-08
1600,credit,"1066,79",2020-08-08
4946,debit,"1015,9",2020-08-08
71605,credit,"1066,79",2020-08-08
73527,credit,"494,24",2020-08-08
1600,credit,"494,24",2020-08-08
1600,credit,"116,24",2020-08-09
70600,credit,"1382,35",2020-08-09
73025,credit,"1190,54",2020-08-09
1576,debit,"18,56",2020-08-09
8402,debit,"825,37",2020-08-09
1600,credit,"1190,54",2020-08-09
0990,credit,"1325,45",2020-08-09
1200,credit,"3,88",2020-08-09
1600,credit,"1382,35",2020-08-09
4250,debit,"1026,36",2020-08-09
8408,credit,"825,37",2020-08-09
76025,debit,"3,88",2020-08-09
1576,debit,"220,62",2020-08-09
